borough,school_dbn,school_name,year,category,regents_exam,total_tested,mean_score,percent_65_or_above,id
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,Non-SWD,Earth Science,61,52.27869,13.114754,17874
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,SWD,Earth Science,8,46.5,0.0,17875
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,Non-SWD,Global History and Geography,124,58.44355,41.935482,17876
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,SWD,Global History and Geography,34,46.558823,17.647058,17877
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,Non-SWD,Living Environment,138,57.630436,32.608696,17878
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,SWD,Living Environment,22,51.227272,18.181818,17879
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,Non-SWD,Spanish,17,74.82353,76.47059,17880
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,Non-SWD,US History and Government,91,64.38461,57.142857,17881
Brooklyn,32K549,The Brooklyn School for Social Justice,2017,SWD,US History and Government,18,53.77778,27.777779,17882
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,Non-SWD,Common Core Algebra,158,59.27848,34.177216,17883
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,SWD,Common Core Algebra,50,48.4,14.0,17884
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,Non-SWD,Common Core English,138,54.065216,45.652172,17885
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,SWD,Common Core English,40,47.85,30.0,17886
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,Non-SWD,Common Core Geometry,49,42.22449,4.0816326,17887
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,SWD,Common Core Geometry,13,35.615383,0.0,17888
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,Non-SWD,Earth Science,59,56.18644,32.20339,17889
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,SWD,Earth Science,15,54.0,26.666666,17890
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,Non-SWD,Global History and Geography,138,54.579712,29.710144,17891
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,SWD,Global History and Geography,49,46.918365,6.122449,17892
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,Non-SWD,Living Environment,156,57.044872,35.897434,17893
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,SWD,Living Environment,42,50.142857,23.809525,17894
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,Non-SWD,Spanish,17,74.64706,70.588234,17895
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,Non-SWD,US History and Government,123,60.780487,47.96748,17896
Brooklyn,32K549,The Brooklyn School for Social Justice,2018,SWD,US History and Government,32,48.40625,15.625,17897
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,Non-SWD,Common Core Algebra,144,58.67361,34.72222,17898
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,SWD,Common Core Algebra,43,51.372093,11.627907,17899
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,Non-SWD,Common Core Algebra 2,14,57.285713,21.428572,17900
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,Non-SWD,Common Core English,161,59.95031,54.658386,17901
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,SWD,Common Core English,53,54.92453,35.849056,17902
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,Non-SWD,Common Core Geometry,31,46.580647,16.129032,17903
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,SWD,Common Core Geometry,8,44.0,12.5,17904
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,Non-SWD,Earth Science,50,53.92,24.0,17905
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,SWD,Earth Science,10,49.8,20.0,17906
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,Non-SWD,Global History and Geography,120,61.025,44.166668,17907
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,SWD,Global History and Geography,34,49.088234,20.588236,17908
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,Non-SWD,Living Environment,108,54.916668,20.37037,17909
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,SWD,Living Environment,37,44.81081,10.810811,17910
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,Non-SWD,US History and Government,142,57.415493,35.21127,17911
Brooklyn,32K549,The Brooklyn School for Social Justice,2019,SWD,US History and Government,39,49.923077,23.076923,17912
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,Non-SWD,Chemistry,49,38.816326,0.0,17913
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,SWD,Chemistry,8,41.375,0.0,17914
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,Non-SWD,Common Core Algebra,36,56.305557,27.777779,17915
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,SWD,Common Core Algebra,18,48.22222,0.0,17916
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,Non-SWD,Common Core Algebra 2,51,43.35294,1.9607843,17917
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,SWD,Common Core Algebra 2,9,39.22222,0.0,17918
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,Non-SWD,Common Core English,63,61.714287,57.142857,17919
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,SWD,Common Core English,26,51.5,23.076923,17920
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,Non-SWD,Common Core Geometry,58,38.517242,0.0,17921
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,SWD,Common Core Geometry,14,32.642857,0.0,17922
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,Non-SWD,Earth Science,56,44.375,10.714286,17923
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,SWD,Earth Science,12,40.583332,0.0,17924
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,Non-SWD,Global History and Geography,50,60.92,36.0,17925
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,SWD,Global History and Geography,13,49.846153,7.6923075,17926
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,Non-SWD,Living Environment,34,57.088234,35.294117,17927
Brooklyn,32K549,The Brooklyn School for Social Justice,2022,SWD,Living Environment,15,43.266666,6.6666665,17928
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,Non-SWD,Chemistry,50,39.74,4.0,17929
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,SWD,Chemistry,7,30.428572,0.0,17930
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,Non-SWD,Common Core Algebra,157,58.07643,34.394905,17931
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,SWD,Common Core Algebra,38,51.473682,26.31579,17932
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,Non-SWD,Common Core Algebra 2,57,44.473682,5.263158,17933
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,SWD,Common Core Algebra 2,9,46.22222,0.0,17934
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,Non-SWD,Common Core English,141,64.297874,53.19149,17935
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,SWD,Common Core English,43,60.44186,46.511627,17936
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,Non-SWD,Common Core Geometry,41,44.560974,0.0,17937
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,SWD,Common Core Geometry,13,39.307693,0.0,17938
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,Non-SWD,Earth Science,35,55.4,31.428572,17939
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,SWD,Earth Science,16,44.75,12.5,17940
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,Non-SWD,Global History and Geography,60,62.883335,50.0,17941
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,SWD,Global History and Geography,22,58.409092,36.363636,17942
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,Non-SWD,Living Environment,48,54.145832,22.916666,17943
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,SWD,Living Environment,12,50.416668,8.333333,17944
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,Non-SWD,Spanish,22,85.90909,100.0,17945
Brooklyn,32K549,The Brooklyn School for Social Justice,2023,Non-SWD,US History and Government,12,53.166668,16.666666,17946
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2017,Non-SWD,Common Core Algebra,112,63.785713,49.107143,17947
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2017,SWD,Common Core Algebra,29,56.931034,27.586206,17948
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2017,Non-SWD,Common Core Algebra 2,11,64.36364,63.636364,17949
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2017,Non-SWD,Common Core English,101,62.138615,59.40594,17950
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2017,SWD,Common Core English,31,56.903225,54.83871,17951
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2017,Non-SWD,Global History and Geography,64,60.359375,37.5,17952
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2017,SWD,Global History and Geography,17,54.52941,11.764706,17953
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2017,Non-SWD,Living Environment,77,58.48052,32.467533,17954
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2017,SWD,Living Environment,19,52.57895,36.842106,17955
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2017,Non-SWD,US History and Government,54,66.98148,59.25926,17956
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2017,SWD,US History and Government,13,53.923077,15.384615,17957
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2018,Non-SWD,Common Core Algebra,107,63.38318,51.40187,17958
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2018,SWD,Common Core Algebra,29,56.86207,20.689655,17959
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2018,Non-SWD,Common Core English,77,62.025974,59.74026,17960
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2018,SWD,Common Core English,19,66.42105,68.42105,17961
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2018,Non-SWD,Global History and Geography,56,61.0,48.214287,17962
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2018,SWD,Global History and Geography,20,62.9,55.0,17963
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2018,Non-SWD,Living Environment,74,62.175674,44.594593,17964
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2018,SWD,Living Environment,23,56.695652,30.434782,17965
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2018,Non-SWD,Spanish,8,79.875,87.5,17966
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2018,Non-SWD,US History and Government,49,71.32653,81.63265,17967
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2018,SWD,US History and Government,10,52.7,20.0,17968
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,Non-SWD,Common Core Algebra,120,62.633335,50.0,17969
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,SWD,Common Core Algebra,51,55.058823,25.490196,17970
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,Non-SWD,Common Core Algebra 2,6,54.166668,16.666666,17971
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,Non-SWD,Common Core English,73,67.73972,69.863014,17972
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,SWD,Common Core English,19,66.052635,63.157894,17973
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,Non-SWD,Earth Science,56,52.25,21.428572,17974
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,SWD,Earth Science,26,46.076923,7.6923075,17975
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,Non-SWD,Global History and Geography,62,65.22581,54.83871,17976
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,SWD,Global History and Geography,21,60.95238,38.095238,17977
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,Non-SWD,Living Environment,68,63.955883,58.82353,17978
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,SWD,Living Environment,16,48.5,18.75,17979
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,Non-SWD,Physics,17,44.411766,5.882353,17980
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,Non-SWD,Spanish,13,85.38461,92.30769,17981
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,Non-SWD,US History and Government,37,65.78378,56.756756,17982
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2019,SWD,US History and Government,14,58.07143,35.714287,17983
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,Non-SWD,Common Core Algebra,60,53.75,16.666666,17984
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,SWD,Common Core Algebra,15,46.133335,6.6666665,17985
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,Non-SWD,Common Core English,102,65.43137,61.764706,17986
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,SWD,Common Core English,17,59.117645,47.058823,17987
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,Non-SWD,Common Core Geometry,126,46.833332,8.730159,17988
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,SWD,Common Core Geometry,29,37.551723,0.0,17989
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,Non-SWD,Earth Science,60,58.666668,40.0,17990
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,SWD,Earth Science,37,38.405407,5.4054055,17991
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,Non-SWD,Global History and Geography,94,67.92553,59.574467,17992
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,SWD,Global History and Geography,16,59.5,43.75,17993
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,Non-SWD,Living Environment,128,66.16406,60.9375,17994
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,SWD,Living Environment,11,59.545456,45.454544,17995
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2022,Non-SWD,Spanish,25,83.36,100.0,17996
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,Non-SWD,Common Core Algebra,122,60.786884,49.18033,17997
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,SWD,Common Core Algebra,26,54.5,19.23077,17998
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,Non-SWD,Common Core English,123,66.032524,64.227646,17999
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,SWD,Common Core English,27,50.296295,18.518518,18000
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,Non-SWD,Common Core Geometry,78,57.192307,38.46154,18001
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,SWD,Common Core Geometry,18,45.77778,5.5555553,18002
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,Non-SWD,Earth Science,62,67.20968,58.064518,18003
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,SWD,Earth Science,21,47.666668,4.7619047,18004
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,Non-SWD,Global History and Geography,89,66.29214,64.044945,18005
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,SWD,Global History and Geography,24,48.875,8.333333,18006
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,Non-SWD,Living Environment,83,62.46988,45.78313,18007
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,SWD,Living Environment,17,61.294117,47.058823,18008
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,Non-SWD,Physics,17,50.588234,23.529411,18009
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,Non-SWD,US History and Government,80,70.6,76.25,18010
Brooklyn,32K552,The Academy of Urban Planning and Engineering,2023,SWD,US History and Government,13,60.923077,38.46154,18011
Brooklyn,32K554,All City Leadership Secondary School,2017,Non-SWD,Common Core Algebra,74,81.95946,97.297295,18012
Brooklyn,32K554,All City Leadership Secondary School,2017,SWD,Common Core Algebra,18,62.555557,44.444443,18013
Brooklyn,32K554,All City Leadership Secondary School,2017,Non-SWD,Common Core English,54,87.94444,100.0,18014
Brooklyn,32K554,All City Leadership Secondary School,2017,SWD,Common Core English,9,65.111115,66.666664,18015
Brooklyn,32K554,All City Leadership Secondary School,2017,Non-SWD,Earth Science,108,78.37037,87.03704,18016
Brooklyn,32K554,All City Leadership Secondary School,2017,SWD,Earth Science,11,56.727272,36.363636,18017
Brooklyn,32K554,All City Leadership Secondary School,2017,Non-SWD,US History and Government,61,81.21311,95.08197,18018
Brooklyn,32K554,All City Leadership Secondary School,2017,SWD,US History and Government,14,58.785713,50.0,18019
Brooklyn,32K554,All City Leadership Secondary School,2018,Non-SWD,Chemistry,42,77.833336,97.61905,18020
Brooklyn,32K554,All City Leadership Secondary School,2018,Non-SWD,Common Core Algebra,97,83.97938,97.93814,18021
Brooklyn,32K554,All City Leadership Secondary School,2018,SWD,Common Core Algebra,19,64.68421,52.63158,18022
Brooklyn,32K554,All City Leadership Secondary School,2018,Non-SWD,Common Core English,57,87.070175,100.0,18023
Brooklyn,32K554,All City Leadership Secondary School,2018,SWD,Common Core English,10,73.0,80.0,18024
Brooklyn,32K554,All City Leadership Secondary School,2018,Non-SWD,Global History and Geography,53,83.79245,94.33962,18025
